close,high,date,low,open,volume_from,volume_to,symbol,btc_price
0,0,2014-06-27,0,0,0,0,LSK,6350
0,0,2014-06-28,0,0,0,0,LSK,6689
0,0,2014-06-29,0,0,0,0,LSK,6500
0,0,2014-06-30,0,0,0,0,LSK,6998
0,0,2014-07-01,0,0,0,0,LSK,7198
0,0,2014-07-02,0,0,0,0,LSK,7194
0,0,2014-07-03,0,0,0,0,LSK,7149.99
0,0,2014-07-04,0,0,0,0,LSK,7099.99
0,0,2014-07-05,0,0,0,0,LSK,7099.99
0,0,2014-07-06,0,0,0,0,LSK,7000
0,0,2014-07-07,0,0,0,0,LSK,7000
0,0,2014-07-08,0,0,0,0,LSK,6990
0,0,2014-07-09,0,0,0,0,LSK,6990
0,0,2014-07-10,0,0,0,0,LSK,6850
0,0,2014-07-11,0,0,0,0,LSK,6949.99
0,0,2014-07-12,0,0,0,0,LSK,6939
0,0,2014-07-13,0,0,0,0,LSK,6939
0,0,2014-07-14,0,0,0,0,LSK,6900
0,0,2014-07-15,0,0,0,0,LSK,6900
0,0,2014-07-16,0,0,0,0,LSK,6850
0,0,2014-07-17,0,0,0,0,LSK,6850
0,0,2014-07-18,0,0,0,0,LSK,6900.22
0,0,2014-07-19,0,0,0,0,LSK,6950
0,0,2014-07-20,0,0,0,0,LSK,6950
0,0,2014-07-21,0,0,0,0,LSK,6950
0,0,2014-07-22,0,0,0,0,LSK,6950
0,0,2014-07-23,0,0,0,0,LSK,6950
0,0,2014-07-24,0,0,0,0,LSK,6950
0,0,2014-07-25,0,0,0,0,LSK,6935.2
0,0,2014-07-26,0,0,0,0,LSK,6933
0,0,2014-07-27,0,0,0,0,LSK,6899
0,0,2014-07-28,0,0,0,0,LSK,6890
0,0,2014-07-29,0,0,0,0,LSK,6820
0,0,2014-07-30,0,0,0,0,LSK,6815
0,0,2014-07-31,0,0,0,0,LSK,6700
0,0,2014-08-01,0,0,0,0,LSK,6799
0,0,2014-08-02,0,0,0,0,LSK,6788
0,0,2014-08-03,0,0,0,0,LSK,6749
0,0,2014-08-04,0,0,0,0,LSK,6748
0,0,2014-08-05,0,0,0,0,LSK,6700
0,0,2014-08-06,0,0,0,0,LSK,6500
0,0,2014-08-07,0,0,0,0,LSK,6549
0,0,2014-08-08,0,0,0,0,LSK,6585
0,0,2014-08-09,0,0,0,0,LSK,6585
0,0,2014-08-10,0,0,0,0,LSK,6500
0,0,2014-08-11,0,0,0,0,LSK,6600
0,0,2014-08-12,0,0,0,0,LSK,6542.59
0,0,2014-08-13,0,0,0,0,LSK,6399
0,0,2014-08-14,0,0,0,0,LSK,6199
0,0,2014-08-15,0,0,0,0,LSK,6190
0,0,2014-08-16,0,0,0,0,LSK,6099
0,0,2014-08-17,0,0,0,0,LSK,6098
0,0,2014-08-18,0,0,0,0,LSK,6000
0,0,2014-08-19,0,0,0,0,LSK,5700
0,0,2014-08-20,0,0,0,0,LSK,5900
0,0,2014-08-21,0,0,0,0,LSK,6089
0,0,2014-08-22,0,0,0,0,LSK,5939
0,0,2014-08-23,0,0,0,0,LSK,5939
0,0,2014-08-24,0,0,0,0,LSK,5920
0,0,2014-08-25,0,0,0,0,LSK,5844
0,0,2014-08-26,0,0,0,0,LSK,5720
0,0,2014-08-27,0,0,0,0,LSK,5839
0,0,2014-08-28,0,0,0,0,LSK,6100
0,0,2014-08-29,0,0,0,0,LSK,5646.53
0,0,2014-08-30,0,0,0,0,LSK,5730.77
0,0,2014-08-31,0,0,0,0,LSK,5564
0,0,2014-09-01,0,0,0,0,LSK,5564
0,0,2014-09-02,0,0,0,0,LSK,5561.89
0,0,2014-09-03,0,0,0,0,LSK,5614.53
0,0,2014-09-04,0,0,0,0,LSK,5688.71
0,0,2014-09-05,0,0,0,0,LSK,5599
0,0,2014-09-06,0,0,0,0,LSK,5599
0,0,2014-09-07,0,0,0,0,LSK,5489
0,0,2014-09-08,0,0,0,0,LSK,5598
0,0,2014-09-09,0,0,0,0,LSK,5599
0,0,2014-09-10,0,0,0,0,LSK,5489.99
0,0,2014-09-11,0,0,0,0,LSK,5599
0,0,2014-09-12,0,0,0,0,LSK,5879
0,0,2014-09-13,0,0,0,0,LSK,5700
0,0,2014-09-14,0,0,0,0,LSK,5590
0,0,2014-09-15,0,0,0,0,LSK,5699
0,0,2014-09-16,0,0,0,0,LSK,5697.99
0,0,2014-09-17,0,0,0,0,LSK,5649.98
0,0,2014-09-18,0,0,0,0,LSK,5400
0,0,2014-09-19,0,0,0,0,LSK,5500
0,0,2014-09-20,0,0,0,0,LSK,5100
0,0,2014-09-21,0,0,0,0,LSK,5100
0,0,2014-09-22,0,0,0,0,LSK,5075
0,0,2014-09-23,0,0,0,0,LSK,5240
0,0,2014-09-24,0,0,0,0,LSK,5450
0,0,2014-09-25,0,0,0,0,LSK,5100
0,0,2014-09-26,0,0,0,0,LSK,5239
0,0,2014-09-27,0,0,0,0,LSK,5000
0,0,2014-09-28,0,0,0,0,LSK,5000
0,0,2014-09-29,0,0,0,0,LSK,4795.04
0,0,2014-09-30,0,0,0,0,LSK,4780
0,0,2014-10-01,0,0,0,0,LSK,4697.9
0,0,2014-10-02,0,0,0,0,LSK,4900
0,0,2014-10-03,0,0,0,0,LSK,4900
0,0,2014-10-04,0,0,0,0,LSK,4750
0,0,2014-10-05,0,0,0,0,LSK,4200
0,0,2014-10-06,0,0,0,0,LSK,4475
0,0,2014-10-07,0,0,0,0,LSK,4200
0,0,2014-10-08,0,0,0,0,LSK,4200
0,0,2014-10-09,0,0,0,0,LSK,4720
0,0,2014-10-10,0,0,0,0,LSK,4600
0,0,2014-10-11,0,0,0,0,LSK,4500
0,0,2014-10-12,0,0,0,0,LSK,4540.94
0,0,2014-10-13,0,0,0,0,LSK,4699
0,0,2014-10-14,0,0,0,0,LSK,4800.37
0,0,2014-10-15,0,0,0,0,LSK,4790
0,0,2014-10-16,0,0,0,0,LSK,4530
0,0,2014-10-17,0,0,0,0,LSK,4530
